#,,,,Start,,,Highest Point,,,End,,,,,,
#,Date,Satellite,Brightness (mag),Time,Altitude,Azimuth,Time,Altitude,Azimuth,Time,Altitude,Azimuth,,,,
,13-Oct,STARLINK-2170,4.9,19:25:32,10°,SSW,19:29:43,32°,SE,19:32:53,15°,E,,,,
,13-Oct,STARLINK-3310,5.4,19:25:32,10°,S,19:28:41,20°,SE,19:31:15,12°,E,,,,
,13-Oct,STARLINK-2193,4.8,19:25:36,10°,SSW,19:29:48,34°,SE,19:32:58,15°,E,,,,
,13-Oct,STARLINK-2646,5,19:25:40,10°,N,19:28:43,20°,ENE,19:31:08,13°,E,,,,
,13-Oct,STARLINK-4799,4.6,19:25:50,10°,N,19:29:12,25°,NE,19:32:33,10°,ESE,,,,
,13-Oct,STARLINK-1770,5.2,19:25:53,10°,NNE,19:29:06,20°,ENE,19:32:54,10°,ESE,,,,
,13-Oct,STARLINK-1868,7,19:25:56,10°,WSW,19:30:03,18°,SSW,19:34:04,10°,SSE,,,,
,13-Oct,STARLINK-3989,5.7,19:25:57,10°,WNW,19:29:34,29°,SW,19:33:14,10°,SSE,,,,
,13-Oct,STARLINK-4772,5,19:25:58,10°,N,19:28:56,19°,NE,19:30:57,14°,E,,,,
,13-Oct,STARLINK-4524,?,19:26:00,10°,NNW,19:30:26,50°,NE,19:34:36,10°,SE,,,,
,13-Oct,STARLINK-3979,4.1,19:26:01,10°,NNW,19:29:46,36°,NE,19:33:32,10°,ESE,,,,
,13-Oct,STARLINK-4074,3.7,19:26:01,10°,SW,19:30:06,74°,NW,19:34:06,10°,NE,,,,
,13-Oct,STARLINK-1921,3.3,19:26:10,10°,SW,19:29:59,86°,SE,19:33:20,13°,NE,,,,
,13-Oct,STARLINK-5075,4.7,19:26:10,10°,SSW,19:29:58,32°,SE,19:32:56,16°,E,,,,
,13-Oct,STARLINK-1681,4.7,19:26:25,10°,NW,19:30:47,64°,SW,19:36:47,10°,SE,,,,
,13-Oct,STARLINK-1255,5.9,19:26:26,10°,WSW,19:29:40,22°,NW,19:32:53,10°,N,,,,
,13-Oct,STARLINK-1657,6.3,19:26:29,10°,W,19:29:44,20°,SW,19:33:07,10°,SSE,,,,
,13-Oct,STARLINK-2402,5.2,19:26:39,10°,NNE,19:28:47,14°,NE,19:29:05,14°,ENE,,,,
,13-Oct,STARLINK-2569,6.7,19:26:42,10°,SW,19:28:28,12°,SSW,19:30:18,10°,S,,,,
,13-Oct,STARLINK-2134,3.9,19:26:46,10°,NNW,19:30:47,48°,NE,19:35:01,10°,SE,,,,
,13-Oct,STARLINK-2215,?,19:26:47,10°,SW,19:32:04,60°,SE,19:36:14,15°,ENE,,,,
,13-Oct,STARLINK-4030,4.7,19:26:48,10°,SW,19:30:47,44°,NW,19:34:44,10°,NNE,,,,
,13-Oct,STARLINK-4100,5.7,19:27:09,10°,S,19:29:38,15°,SE,19:32:01,10°,ESE,,,,
,13-Oct,STARLINK-4007,5,19:27:12,10°,WSW,19:30:56,36°,NW,19:34:38,10°,NNE,,,,
,13-Oct,STARLINK-1119,6.8,19:27:27,10°,SW,19:29:15,12°,SSW,19:31:05,10°,S,,,,
,13-Oct,STARLINK-3598,?,19:27:29,10°,SW,19:28:24,11°,SSW,19:29:18,10°,SSW,,,,
,13-Oct,STARLINK-1610,3.3,19:27:40,10°,SW,19:31:16,61°,SE,19:33:54,16°,NE,,,,
,13-Oct,STARLINK-4328,7.2,19:27:41,10°,WNW,19:28:54,11°,W,19:30:08,10°,WSW,,,,
,13-Oct,STARLINK-3554,?,19:27:42,10°,W,19:30:44,19°,SW,19:33:51,10°,S,,,,
,13-Oct,STARLINK-3958,5.5,19:27:43,10°,NNE,19:30:00,14°,ENE,19:30:12,14°,ENE,,,,
,13-Oct,STARLINK-4749,5.5,19:27:43,10°,S,19:30:21,17°,SE,19:32:30,11°,ESE,,,,
,13-Oct,STARLINK-1821,3.6,19:27:55,10°,SW,19:31:50,77°,SE,19:35:29,14°,NE,,,,
,13-Oct,STARLINK-1134,5.8,19:28:02,10°,S,19:29:39,12°,SSE,19:31:13,10°,SE,,,,
,13-Oct,STARLINK-1872,4.5,19:28:02,10°,N,19:31:32,28°,NE,19:35:01,10°,ESE,,,,
,13-Oct,STARLINK-3144,3.9,19:28:02,10°,SSW,19:30:48,30°,SE,19:32:22,18°,E,,,,
,13-Oct,STARLINK-4407,10.6,19:28:02,10°,S,20:03:49,29°,SSW,20:32:26,10°,W,,,,
,13-Oct,STARLINK-1199,5.7,19:28:05,10°,NE,19:28:57,11°,NE,19:28:57,11°,NE,,,,
,13-Oct,STARLINK-2280,6.4,19:28:08,10°,W,19:31:04,18°,SW,19:34:02,10°,S,,,,
,13-Oct,STARLINK-4679,?,19:28:14,10°,WNW,19:31:57,31°,SW,19:35:43,10°,SSE,,,,
,13-Oct,STARLINK-2392,3.9,19:28:30,10°,WSW,19:30:27,29°,NW,19:32:41,10°,NNE,,,,
,13-Oct,STARLINK-1634,6.2,19:28:34,10°,S,19:31:20,15°,SSE,19:34:13,10°,ESE,,,,
,13-Oct,STARLINK-4686,6.4,19:28:35,10°,WSW,19:31:07,16°,SW,19:33:41,10°,S,,,,
,13-Oct,STARLINK-1503,5.6,19:29:07,10°,S,19:30:33,12°,SE,19:31:59,10°,ESE,,,,
,13-Oct,FALCON 9 DEB,?,19:29:10,10°,WSW,19:33:31,42°,NW,19:37:37,10°,NNE,,,,
,13-Oct,STARLINK-3586,4.8,19:29:11,10°,N,19:32:20,21°,NE,19:34:27,15°,E,,,,
,13-Oct,OBJECT BG,?,19:29:19,10°,SSW,19:31:50,29°,WSW,19:34:19,10°,NW,,,,
,13-Oct,STARLINK-4348,7.1,19:29:34,10°,WNW,19:30:57,11°,W,19:32:19,10°,WSW,,,,
,13-Oct,STARLINK-3854,6.3,19:30:06,10°,W,19:33:03,19°,SW,19:36:03,10°,S,,,,
,13-Oct,STARLINK-3946,6.8,19:30:09,10°,WNW,19:30:59,10°,WNW,19:31:49,10°,NW,,,,
,13-Oct,STARLINK-2472,6.4,19:30:28,10°,WSW,19:33:38,19°,WNW,19:36:46,10°,NNW,,,,
,13-Oct,STARLINK-3776,6.4,19:30:59,10°,WNW,19:32:19,11°,WNW,19:33:38,10°,NW,,,,
,13-Oct,STARLINK-4646,6,19:31:06,10°,SSW,19:36:10,23°,SSE,19:39:37,13°,ESE,,,,
,13-Oct,STARLINK-5010,6.5,19:31:09,10°,WSW,19:33:45,16°,SW,19:36:23,10°,S,,,,
,13-Oct,FLOCK 4S 12,?,19:31:12,10°,S,19:33:55,48°,WSW,19:36:34,10°,NNW,,,,
,13-Oct,STARLINK-1193,6.6,19:31:23,10°,WSW,19:33:11,12°,SSW,19:34:59,10°,S,,,,
,13-Oct,STARLINK-1524,4.1,19:31:39,10°,NNW,19:35:32,40°,NE,19:39:25,10°,ESE,,,,
,13-Oct,STARLINK-1623,3.5,19:31:41,10°,NW,19:35:46,70°,NE,19:39:52,10°,SE,,,,
,13-Oct,STARLINK-4326,7.4,19:31:46,10°,WNW,19:32:27,10°,W,19:33:09,10°,W,,,,
,13-Oct,STARLINK-1378,6.4,19:31:55,10°,W,19:34:54,18°,SW,19:37:52,10°,S,,,,
,13-Oct,STARLINK-3299,5.3,19:32:07,10°,S,19:35:12,20°,SE,19:37:20,14°,ESE,,,,
,13-Oct,STARLINK-3202,?,19:32:18,10°,SW,19:36:18,45°,NW,19:40:15,10°,NNE,,,,
,13-Oct,STARLINK-2758,4.8,19:32:38,10°,SW,19:38:38,66°,SE,19:43:45,17°,NE,,,,
,13-Oct,STARLINK-1910,7.2,19:32:42,10°,SW,19:35:21,13°,SSW,19:37:53,10°,S,,,,
,13-Oct,STARLINK-4017,5.2,19:32:47,10°,WSW,19:36:30,32°,NW,19:40:11,10°,N,,,,
,13-Oct,FLOCK 4S 5,?,19:32:48,10°,SSE,19:35:36,35°,E,19:38:19,10°,NNE,,,,
,13-Oct,STARLINK-1958,6.4,19:32:48,10°,SSE,19:33:22,10°,SSE,19:33:57,10°,SE,,,,
,13-Oct,FALCON 9 DEB,?,19:32:50,10°,NNW,19:34:56,30°,NE,19:35:27,26°,E,,,,
,13-Oct,STARLINK-4180,5.3,19:32:53,10°,SSW,19:36:08,21°,SE,19:38:21,14°,ESE,,,,
,13-Oct,STARLINK-3290,4,19:33:00,10°,SW,19:37:17,65°,NW,19:41:16,12°,NNE,,,,
,13-Oct,STARLINK-1085,3.3,19:33:11,10°,NNW,19:37:00,66°,NE,19:40:47,10°,SE,,,,
,13-Oct,STARLINK-3296,?,19:33:13,10°,SW,19:34:51,12°,SSW,19:36:28,10°,S,,,,
,13-Oct,STARLINK-2359,3.8,19:33:28,10°,NNW,19:36:57,37°,NE,19:40:15,11°,ESE,,,,
,13-Oct,STARLINK-1487,3.1,19:33:36,10°,SW,19:37:01,69°,SE,19:39:15,20°,NE,,,,
,13-Oct,STARLINK-2414,1.8,19:33:38,10°,SW,19:35:47,52°,SE,19:36:12,39°,E,,,,
,13-Oct,STARLINK-2715,5.3,19:33:40,10°,WNW,19:36:55,29°,SW,19:40:11,10°,SSE,,,,
,13-Oct,STARLINK-4777,4.2,19:33:44,10°,NNW,19:37:28,35°,NE,19:41:12,10°,ESE,,,,
,13-Oct,STARLINK-3992,6.8,19:33:45,10°,SW,19:34:33,10°,SSW,19:35:22,10°,SSW,,,,
,13-Oct,STARLINK-4196,?,19:33:54,10°,WNW,19:37:54,53°,SW,19:41:59,10°,SSE,,,,
,13-Oct,STARLINK-3397,?,19:33:56,10°,NNW,19:37:59,64°,NE,19:42:07,10°,SE,,,,
,13-Oct,STARLINK-2055,4.4,19:34:03,10°,NNW,19:37:54,34°,NE,19:41:57,10°,ESE,,,,
,13-Oct,STARLINK-3401,6.7,19:34:04,10°,SW,19:35:32,11°,SSW,19:37:01,10°,S,,,,
,13-Oct,STARLINK-1115,3.8,19:34:12,10°,SSW,19:37:47,45°,SE,19:39:59,21°,ENE,,,,
,13-Oct,STARLINK-2249,?,19:34:22,10°,SW,19:38:19,44°,NW,19:42:13,10°,NNE,,,,
,13-Oct,STARLINK-4347,7.2,19:34:30,10°,WNW,19:35:46,11°,W,19:37:02,10°,WSW,,,,
,13-Oct,STARLINK-4616,4,19:34:43,10°,NNW,19:38:17,35°,NE,19:41:29,12°,ESE,,,,
,13-Oct,STARLINK-2133,6.1,19:34:49,10°,SSW,19:38:29,17°,SSE,19:41:33,10°,ESE,,,,
,13-Oct,STARLINK-4731,6,19:34:49,10°,W,19:38:01,22°,SW,19:41:13,10°,SSE,,,,
,13-Oct,STARLINK-3815,4.4,19:35:03,10°,SW,19:39:51,63°,NW,19:44:19,11°,NNE,,,,
,13-Oct,STARLINK-1561,5.5,19:35:06,10°,WSW,19:38:01,23°,NW,19:40:51,10°,N,,,,
,13-Oct,STARLINK-4766,4.9,19:35:14,10°,N,19:38:19,21°,NE,19:39:12,19°,ENE,,,,
,13-Oct,STARLINK-1316,6.1,19:35:15,10°,WSW,19:38:11,19°,WNW,19:41:07,10°,N,,,,
,13-Oct,STARLINK-4051,5.8,19:35:19,10°,S,19:37:46,15°,SE,19:39:49,11°,ESE,,,,
,13-Oct,STARLINK-1113,6.9,19:35:27,10°,SW,19:37:06,12°,SSW,19:38:44,10°,S,,,,
,13-Oct,STARLINK-4723,?,19:35:33,10°,WNW,19:39:26,41°,SW,19:43:23,10°,SSE,,,,
,13-Oct,STARLINK-3183,?,19:35:37,10°,NW,19:39:44,79°,SW,19:43:57,10°,SE,,,,
,13-Oct,STARLINK-3368,?,19:35:38,10°,NW,19:39:59,58°,SW,19:44:41,10°,SE,,,,
,13-Oct,STARLINK-3541,?,19:35:39,10°,NW,19:39:40,56°,SW,19:43:46,10°,SSE,,,,
,13-Oct,STARLINK-2615,4.7,19:35:44,10°,N,19:39:06,24°,NE,19:40:44,19°,E,,,,
,13-Oct,STARLINK-1880,6.3,19:35:55,10°,W,19:37:41,13°,WNW,19:39:27,10°,NNW,,,,
,13-Oct,STARLINK-1861,3.5,19:35:59,10°,SW,19:40:10,79°,SE,19:43:00,19°,NE,,,,
,13-Oct,TYVAK-0130,?,19:36:05,10°,SW,19:40:42,64°,SE,19:43:36,20°,ENE,,,,
,13-Oct,STARLINK-3350,?,19:36:14,10°,WNW,19:40:15,51°,SW,19:44:22,10°,SSE,,,,
,13-Oct,STARLINK-3868,6.9,19:36:16,10°,SW,19:36:45,10°,SSW,19:37:13,10°,SSW,,,,
,13-Oct,STARLINK-2410,6,19:36:19,10°,W,19:39:41,23°,SW,19:42:51,10°,SSE,,,,
,13-Oct,STARLINK-5022,5,19:36:22,10°,WNW,19:40:16,41°,SW,19:44:18,10°,SSE,,,,
,13-Oct,STARLINK-1741,5.9,19:36:23,10°,SSE,19:37:25,11°,SSE,19:38:26,10°,SE,,,,
,13-Oct,STARLINK-3826,6.3,19:36:24,10°,WSW,19:38:12,13°,SW,19:39:59,10°,S,,,,
,13-Oct,STARLINK-4773,4.5,19:36:26,10°,WNW,19:40:29,53°,SW,19:44:38,10°,SSE,,,,
,13-Oct,STARLINK-1630,5.1,19:36:31,10°,WSW,19:40:12,32°,NW,19:43:33,10°,N,,,,
,13-Oct,STARLINK-2244,?,19:36:36,10°,WNW,19:41:55,56°,SW,19:48:05,10°,SE,,,,
,13-Oct,STARLINK-1054,8.3,19:36:48,10°,NW,20:13:21,70°,SW,20:31:51,10°,SE,,,,
,13-Oct,STARLINK-2693,6.7,19:36:49,10°,SW,19:38:06,11°,SSW,19:39:23,10°,SSW,,,,
,13-Oct,STARLINK-2426,6.1,19:36:50,10°,W,19:39:16,15°,WNW,19:41:34,10°,NNW,,,,
,13-Oct,STARLINK-2444,5.6,19:36:50,10°,WSW,19:40:40,28°,NW,19:44:30,10°,N,,,,
,13-Oct,STARLINK-1721,4,19:36:56,10°,SSW,19:40:24,38°,SE,19:42:13,22°,E,,,,
,13-Oct,STARLINK-1766,6.1,19:37:18,10°,SW,19:50:28,65°,SE,19:56:56,21°,ENE,,,,
,13-Oct,STARLINK-4500,?,19:37:18,10°,NW,19:41:44,72°,NE,19:45:56,10°,SE,,,,
,13-Oct,STARLINK-1299,4.8,19:37:22,10°,SSW,19:41:52,36°,SE,19:44:26,20°,E,,,,
,13-Oct,STARLINK-4745,5.4,19:37:27,10°,WNW,19:41:15,33°,SW,19:45:09,10°,SSE,,,,
,13-Oct,STARLINK-1332,3.3,19:37:35,10°,NNW,19:41:05,54°,NE,19:44:39,10°,SE,,,,
,13-Oct,STARLINK-2505,3.8,19:37:35,10°,NW,19:41:48,81°,SW,19:46:05,10°,SE,,,,
,13-Oct,STARLINK-3552,6.4,19:37:37,10°,W,19:40:36,19°,SW,19:43:41,10°,S,,,,
,13-Oct,STARLINK-4809,3.6,19:37:39,10°,NW,19:41:47,86°,SW,19:45:59,10°,SE,,,,
,13-Oct,STARLINK-4150,5.7,19:37:42,10°,S,19:40:09,15°,SE,19:41:59,12°,ESE,,,,
,13-Oct,STARLINK-3091,4.6,19:37:51,10°,NW,19:40:41,36°,WSW,19:43:32,10°,S,,,,
,13-Oct,LEMUR 2 JENNIFERSONG,?,19:37:58,10°,SE,19:40:04,26°,E,19:40:04,26°,E,,,,
,13-Oct,STARLINK-2433,5.1,19:38:17,10°,S,19:40:56,18°,SE,19:42:18,15°,ESE,,,,
,13-Oct,STARLINK-1781,4.9,19:38:28,10°,WNW,19:42:28,40°,SW,19:46:13,10°,SSE,,,,
,13-Oct,STARLINK-2572,6.8,19:38:33,10°,WSW,19:41:34,16°,SSW,19:44:41,10°,S,,,,
,13-Oct,STARLINK-4718,?,19:38:45,10°,NNE,19:38:58,11°,NNE,19:38:58,11°,NNE,,,,
,13-Oct,STARLINK-1104,3.6,19:38:51,10°,SW,19:42:53,81°,NW,19:45:49,18°,NE,,,,
,13-Oct,STARLINK-1152,5.6,19:38:55,10°,WNW,19:43:14,33°,SW,19:47:00,10°,SSE,,,,
,13-Oct,STARLINK-2687,4.1,19:39:09,10°,SSW,19:43:32,52°,SE,19:46:10,22°,ENE,,,,
,13-Oct,STARLINK-2339,4,19:39:18,10°,SSW,19:42:51,40°,SE,19:44:37,24°,E,,,,
,13-Oct,STARLINK-3460,?,19:39:21,10°,N,19:42:09,19°,NE,19:42:09,19°,NE,,,,
,13-Oct,STARLINK-1153,6.5,19:39:25,10°,WSW,19:42:09,17°,SW,19:44:53,10°,S,,,,
,13-Oct,STARLINK-1813,4.2,19:39:27,10°,WSW,19:42:35,40°,NW,19:45:31,12°,NNE,,,,
,13-Oct,STARLINK-2614,4,19:39:28,10°,NNW,19:42:47,34°,NE,19:45:29,16°,ESE,,,,
,13-Oct,STARLINK-4721,?,19:39:33,10°,NW,19:42:12,68°,NE,19:44:15,15°,SE,,,,
,13-Oct,STARLINK-1493,4,19:39:39,10°,SW,19:44:22,88°,WNW,19:47:57,18°,NE,,,,
,13-Oct,STARLINK-3832,6.5,19:39:40,10°,WSW,19:41:50,14°,SSW,19:44:00,10°,S,,,,
,13-Oct,STARLINK-1644,6.6,19:40:11,10°,SW,19:40:35,10°,SW,19:40:59,10°,SSW,,,,
,13-Oct,STARLINK-4663,6.8,19:40:14,10°,SW,19:40:56,10°,SSW,19:41:38,10°,SSW,,,,
,13-Oct,STARLINK-1143,7.4,19:40:15,10°,NNE,19:47:26,17°,ENE,19:47:32,17°,ENE,,,,
,13-Oct,STARLINK-2619,7.6,19:40:15,10°,NE,19:41:57,11°,NE,19:41:57,11°,NE,,,,
,13-Oct,STARLINK-2295,5.6,19:40:18,10°,S,19:42:17,14°,SE,19:43:46,11°,ESE,,,,
,13-Oct,CHARLIE (NANOAVIONICS),?,19:40:19,10°,SSW,19:42:11,17°,WSW,19:44:02,10°,WNW,,,,
,13-Oct,STARLINK-4064,4.5,19:40:39,10°,SW,19:44:41,47°,NW,19:48:23,12°,NNE,,,,
,13-Oct,STARLINK-1108,7,19:40:56,10°,SW,19:42:57,12°,SSW,19:44:55,10°,S,,,,
,13-Oct,STARLINK-2103,5.4,19:40:59,10°,WNW,19:44:52,35°,SW,19:48:57,10°,SSE,,,,
,13-Oct,STARLINK-1154,4.5,19:41:01,10°,N,19:44:48,30°,NE,19:47:18,18°,ESE,,,,
,13-Oct,STARLINK-2435,6.6,19:41:05,10°,WSW,19:42:52,12°,SSW,19:44:40,10°,S,,,,
,13-Oct,STARLINK-1625,4.1,19:41:06,10°,NW,19:45:19,67°,SW,19:49:38,10°,SE,,,,
,13-Oct,STARLINK-2647,4.2,19:41:09,10°,NNW,19:44:53,34°,NE,19:47:34,17°,ESE,,,,
,13-Oct,STARLINK-3767,5.8,19:41:12,10°,S,19:43:37,15°,SE,19:45:25,12°,ESE,,,,
,13-Oct,STARLINK-1730,3.7,19:41:15,10°,SW,19:45:05,58°,SE,19:47:21,24°,ENE,,,,
,13-Oct,STARLINK-4744,?,19:41:15,10°,NW,19:44:41,78°,SW,19:48:04,10°,SE,,,,
,13-Oct,STARLINK-3200,?,19:41:22,10°,SW,19:45:21,46°,NW,19:49:00,12°,NNE,,,,
,13-Oct,STARLINK-3934,4,19:41:26,10°,NW,19:46:15,77°,SW,19:50:39,10°,SE,,,,
,13-Oct,STARLINK-4629,5.9,19:41:44,10°,S,19:44:20,15°,SSE,19:46:21,12°,ESE,,,,
,13-Oct,STARLINK-2698,4.1,19:41:49,10°,SSW,19:46:08,50°,SE,19:48:29,24°,ENE,,,,
,13-Oct,STARLINK-1966,3.2,19:41:51,10°,NW,19:45:33,73°,NE,19:49:19,10°,SE,,,,
,13-Oct,STARLINK-1771,5.6,19:41:52,10°,WNW,19:45:39,31°,SW,19:49:38,10°,SSE,,,,
,13-Oct,STARLINK-1707,6.6,19:41:55,10°,WSW,19:44:19,15°,SSW,19:46:57,10°,S,,,,
,13-Oct,STARLINK-2340,6.5,19:42:01,10°,W,19:45:37,22°,SSW,19:50:27,10°,SSE,,,,
,13-Oct,STARLINK-2266,6.6,19:42:01,10°,SW,19:43:47,12°,SSW,19:45:34,10°,S,,,,
,13-Oct,STARLINK-1132,6.5,19:42:05,10°,WSW,19:44:42,16°,SW,19:47:22,10°,S,,,,
,13-Oct,STARLINK-1959,3.1,19:42:14,10°,NNW,19:45:45,62°,NE,19:49:04,11°,SE,,,,
,13-Oct,STARLINK-1905,5.8,19:42:25,10°,WSW,19:45:43,23°,NW,19:49:01,10°,N,,,,
,13-Oct,STARLINK-4689,6.6,19:42:25,10°,WSW,19:44:07,12°,SSW,19:45:48,10°,S,,,,
,13-Oct,STARLINK-3336,4.2,19:42:35,10°,SW,19:46:50,59°,NW,19:50:15,15°,NNE,,,,
,13-Oct,STARLINK-2152,6.1,19:42:36,10°,W,19:45:25,20°,SW,19:48:17,10°,S,,,,
,13-Oct,STARLINK-4166,5.8,19:42:55,10°,S,19:44:51,13°,SSE,19:46:31,11°,ESE,,,,
,13-Oct,STARLINK-2125,6.1,19:43:06,10°,W,19:46:00,20°,SW,19:48:54,10°,S,,,,
,13-Oct,STARLINK-1008,6.9,19:43:08,10°,WNW,19:44:13,11°,WNW,19:45:18,10°,NW,,,,
,13-Oct,STARLINK-1990,4.6,19:43:11,10°,SW,19:47:14,45°,NW,19:50:49,12°,NNE,,,,
,13-Oct,STARLINK-4712,?,19:43:20,10°,NW,19:47:23,72°,NE,19:51:26,10°,SE,,,,
,13-Oct,STARLINK-1601,4.3,19:43:31,10°,NW,19:47:47,61°,SW,19:52:12,10°,SE,,,,
,13-Oct,STARLINK-3942,6,19:43:50,10°,NNE,19:43:58,10°,NNE,19:43:58,10°,NNE,,,,
,13-Oct,STARLINK-2051,4.6,19:44:01,10°,N,19:46:31,22°,NE,19:46:31,22°,NE,,,,
,13-Oct,STARLINK-4009,4.1,19:44:10,10°,SW,19:49:04,54°,SE,19:51:12,26°,ENE,,,,
,13-Oct,STARLINK-2602,6.1,19:44:18,10°,W,19:46:46,16°,NW,19:49:14,10°,NNW,,,,
,13-Oct,STARLINK-4750,4.9,19:44:24,10°,N,19:47:04,21°,NE,19:47:04,21°,NE,,,,
,13-Oct,STARLINK-3399,?,19:44:43,10°,N,19:48:20,31°,NE,19:49:45,24°,E,,,,
,13-Oct,STARLINK-4638,?,19:44:43,10°,NW,19:48:19,60°,SW,19:51:50,10°,SE,,,,
,13-Oct,STARLINK-2044,4.7,19:44:47,10°,WSW,19:48:32,38°,NW,19:51:56,12°,NNE,,,,
,13-Oct,STARLINK-5057,5.9,19:44:53,10°,W,19:48:24,25°,SW,19:52:01,10°,SSE,,,,
,13-Oct,STARLINK-1683,6.7,19:44:55,10°,SSW,19:51:04,27°,SE,19:56:55,15°,E,,,,
,13-Oct,STARLINK-1080,4.5,19:45:05,10°,SW,19:50:10,67°,NW,19:54:33,15°,NNE,,,,
,13-Oct,STARLINK-4006,4.1,19:45:06,10°,SSW,19:48:58,42°,SE,19:50:41,26°,E,,,,
,13-Oct,STARLINK-2692,5.7,19:45:23,10°,NNE,19:46:11,13°,NNE,19:46:11,13°,NNE,,,,
,13-Oct,STARLINK-4075,4,19:45:48,10°,SSW,19:49:44,46°,SE,19:51:29,27°,ENE,,,,
,13-Oct,FLOCK 4S 34,?,19:46:04,10°,SSE,19:48:56,33°,E,19:49:17,32°,ENE,,,,
,13-Oct,STARLINK-4209,?,19:46:14,10°,NNW,19:50:15,62°,NE,19:54:23,10°,SE,,,,
,13-Oct,KEPLER-13 (LUCKY),?,19:46:31,10°,SSW,19:48:44,24°,WSW,19:50:55,10°,NW,,,,
,13-Oct,STARLINK-2428,5.4,19:46:44,10°,WSW,19:50:40,30°,NW,19:54:16,10°,N,,,,
,13-Oct,STARLINK-3975,6.2,19:46:51,10°,W,19:50:03,21°,SW,19:53:18,10°,SSE,,,,
,13-Oct,FLOCK 4S 25,?,19:46:52,10°,SSE,19:49:45,78°,E,19:52:35,10°,N,,,,
,13-Oct,STARLINK-1217,4.7,19:47:31,10°,SSW,19:51:09,41°,SE,19:54:03,23°,ENE,,,,
,13-Oct,STARLINK-1498,6.5,19:47:49,10°,NNE,19:48:09,11°,NNE,19:48:09,11°,NNE,,,,
,13-Oct,STARLINK-4301,5.7,19:47:54,10°,W,19:51:17,27°,SW,19:54:37,10°,SSE,,,,
,13-Oct,STARLINK-4146,5.8,19:47:58,10°,S,19:49:53,13°,SSE,19:51:16,11°,SE,,,,
,13-Oct,STARLINK-1306,7.5,19:48:04,10°,W,19:53:24,21°,NW,20:00:22,10°,N,,,,
,13-Oct,STARLINK-4054,3.8,19:48:07,10°,SSW,19:52:13,55°,SE,19:54:03,29°,ENE,,,,
,13-Oct,STARLINK-3374,?,19:48:13,10°,N,19:50:48,22°,NE,19:50:48,22°,NE,,,,
,13-Oct,STARLINK-1941,5.1,19:48:30,10°,SSW,19:51:38,22°,SE,19:52:53,20°,ESE,,,,
,13-Oct,STARLINK-3281,?,19:48:30,10°,W,19:51:26,19°,SW,19:54:23,10°,S,,,,
,13-Oct,STARLINK-2543,3.8,19:48:35,10°,NNW,19:52:45,56°,NE,19:57:11,10°,SE,,,,
,13-Oct,STARLINK-2442,5.7,19:48:46,10°,W,19:51:11,20°,SW,19:53:43,10°,SSE,,,,
,13-Oct,STARLINK-1669,7.7,19:49:00,10°,W,20:01:07,43°,SSW,20:14:24,10°,SE,,,,
,13-Oct,STARLINK-4780,3.9,19:49:15,10°,NW,19:53:22,71°,SW,19:57:32,10°,SE,,,,
,13-Oct,STARLINK-3986,3.8,19:49:22,10°,NW,19:53:23,69°,SW,19:57:25,10°,SE,,,,
,13-Oct,STARLINK-3271,?,19:49:53,10°,NW,19:53:52,77°,NE,19:57:51,10°,SE,,,,
,13-Oct,STARLINK-1151,6.7,19:49:55,10°,WSW,19:51:43,12°,SSW,19:53:31,10°,S,,,,
,13-Oct,STARLINK-3179,?,19:49:58,10°,NW,19:54:04,73°,NE,19:58:15,10°,SE,,,,
,13-Oct,STARLINK-2467,3.6,19:50:10,10°,NW,19:54:32,78°,NE,19:58:41,10°,SE,,,,
,13-Oct,STARLINK-4762,6.7,19:50:17,10°,SW,19:51:40,11°,SSW,19:53:04,10°,SSW,,,,
,13-Oct,STARLINK-4350,6.9,19:50:31,10°,WNW,19:52:16,12°,W,19:54:01,10°,WSW,,,,
,13-Oct,STARLINK-4607,4.5,19:50:51,10°,WNW,19:54:46,49°,SW,19:58:42,10°,SSE,,,,
,13-Oct,STARLINK-1618,8.6,19:50:54,10°,NNW,20:34:10,67°,ENE,21:01:31,10°,SE,,,,
,13-Oct,BlueWalker 3,5.4,19:50:54,10°,SW,19:52:42,12°,SSW,19:54:31,10°,S,,,,
,13-Oct,STARLINK-3963,4.2,19:50:59,10°,NW,19:54:56,57°,SW,19:58:53,10°,SE,,,,
,13-Oct,STARLINK-4664,?,19:51:06,10°,NNW,19:54:48,36°,NE,19:55:50,30°,E,,,,
,13-Oct,STARLINK-1883,5.9,19:51:19,10°,S,19:53:20,13°,SSE,19:54:46,11°,SE,,,,
,13-Oct,STARLINK-3330,5.9,19:51:28,10°,S,19:52:59,12°,SSE,19:54:16,10°,SE,,,,
,13-Oct,STARLINK-2293,3.1,19:51:32,10°,SW,19:55:07,68°,SE,19:56:18,37°,ENE,,,,
,13-Oct,STARLINK-4642,5.7,19:51:32,10°,W,19:54:59,27°,SW,19:58:27,10°,SSE,,,,
,13-Oct,STARLINK-2464,6.3,19:51:47,10°,W,19:54:31,17°,WNW,19:57:14,10°,NNW,,,,
,13-Oct,STARLINK-2456,4.5,19:51:50,10°,SW,19:56:56,65°,NW,20:00:36,19°,NNE,,,,
,13-Oct,STARLINK-3929,3.7,19:51:52,10°,NW,19:56:27,82°,NE,20:00:44,10°,SE,,,,
